category,n_groups,avg_size,avg_pair_avg,avg_pair_min,avg_pair_max,discard_rate_overall
HIGH,2893,9.230556515727619,0.7454273376937066,0.5456618226670576,0.9718372735790097,0.0015831134564643799
LOW,3464,14.574480369515012,0.0831847402455896,0.005070690015077109,0.6589477157594494,0.0015831134564643799
MID,4404,11.100136239782016,0.2883383528474079,0.12879995056525292,0.7495417125915582,0.0015831134564643799
